OBJECT  = 'PS1-10afx' / Name of the object observed                
OBSERVER= 'Quimby,Oguri,Moriya' 
TELESCOP= 'Keck I  '                                                            
SLITNAME= 'long_1.0' / 1.0 arcsec wide slit                                             
DICHNAME= '560     '                                                            
GRISNAME= '400/3400'                                                            
GRANAME = '400/8500'                                                            
GRANGLE =          25.87923241                                                  
WAVELEN =        7848.05908203                                                  
REDFILT = 'Clear   '                                                            
UTC     = '06:01:33.76'                                                         
MJD-OBS = '56542.251085'                                                        
ST      = '18:45:35.99'                                                         
DATE-OBS= '2013-09-07'                                                          
AIRMASS =           1.25 / Median over observation
RA      = '22:11:24.162'                                                         
DEC     = '+00:09:43.49'                                                         
EQUINOX =        2000.00000000                                                  
TOTEXPB = 22022.0 / seconds total exposure (blue channel)
TOTEXPR = 22876.3 / seconds total exposure (red channel)
DATE_BEG= '2013-09-07T06:01:33' / start of the first exposure
DATE_END= '2013-09-07T13:42:21' / end of the last exposure
REDUCEBY= Quimby

#     wav (A)    flux (flam)      eflux           skyflux
      3558.94   6.0000125e-19   1.1197726e-18   3.1897795e-17
      3559.94   2.9277105e-19   1.1074117e-18   3.0911110e-17
      3560.94   5.5580436e-19   1.0940272e-18   2.9816447e-17
      3561.94   1.2676683e-20   1.0727550e-18   2.8302466e-17
      3562.94   1.0107436e-18   1.0619035e-18   2.7187795e-17
      3563.94   4.0432977e-19   1.0498187e-18   2.6128043e-17
      3564.94   6.0358777e-19   1.0350730e-18   2.5071503e-17
      3565.94   5.8429315e-19   1.0281346e-18   2.4401204e-17
      3566.94   6.9510380e-19   1.0220393e-18   2.3715661e-17
      3567.94   1.4122845e-19   9.9033886e-19   2.1813865e-17
      3568.94   3.5532014e-19   9.7808591e-19   2.0963107e-17
      3569.94   2.4575871e-19   9.7856016e-19   2.0955767e-17
      3570.94   5.2870813e-19   9.7203526e-19   2.0548088e-17
      3571.94   6.1997704e-21   9.6989609e-19   2.0010872e-17
      3572.94   3.6539068e-19   9.5435800e-19   1.9046058e-17
      3573.94   6.2867844e-19   9.5165071e-19   1.8899860e-17
      3574.94   3.8159800e-19   9.4497466e-19   1.8630439e-17
      3575.94   4.5091836e-19   9.5138245e-19   1.8910533e-17
      3576.94   5.0254685e-19   9.2841353e-19   1.7758559e-17
      3577.94   5.1391974e-19   9.2157016e-19   1.7219187e-17
      3578.94   5.7002369e-19   9.1494151e-19   1.6709458e-17
      3579.94   5.2346435e-19   9.1542340e-19   1.6618898e-17
      3580.94   5.2853167e-19   9.0561689e-19   1.6189327e-17
      3581.94   5.8343397e-19   8.9668657e-19   1.5562399e-17
      3582.94  -2.2145894e-19   8.9080591e-19   1.5138849e-17
      3583.94   6.6811741e-19   8.8382737e-19   1.4684671e-17
      3584.94   4.7820016e-19   8.8149049e-19   1.4488382e-17
      3585.94   4.5950994e-19   8.7888935e-19   1.4362318e-17
      3586.94   4.2913778e-19   8.7647198e-19   1.4182553e-17
      3587.94   4.7219150e-19   8.8054895e-19   1.4359296e-17
      3588.94   7.9705154e-19   8.7905051e-19   1.4467037e-17
      3589.94   4.1747634e-19   8.8313204e-19   1.4809169e-17
      3590.94   6.3677145e-19   8.9371103e-19   1.5402806e-17
      3591.94   3.4225059e-19   8.9889427e-19   1.5776203e-17
      3592.94   1.6267775e-19   9.0136735e-19   1.6139691e-17
      3593.94   5.9984799e-19   9.1258966e-19   1.6508232e-17
      3594.94   1.6089307e-19   9.0392206e-19   1.6438539e-17
      3595.94   4.7277780e-19   9.0089112e-19   1.6291053e-17
      3596.94  -4.6702801e-21   8.9915071e-19   1.6305787e-17
      3597.94   6.8648869e-19   8.9810159e-19   1.6166126e-17
      3598.94   4.5960057e-19   9.0748094e-19   1.6410612e-17
      3599.94   4.7441566e-20   8.9517457e-19   1.5892447e-17
      3600.94   4.8655674e-19   8.9480197e-19   1.5831168e-17
      3601.94   5.7766606e-19   8.8891624e-19   1.5551048e-17
      3602.94   4.4108050e-19   8.8716031e-19   1.5280614e-17
      3603.94   3.8315365e-19   8.7641741e-19   1.4948541e-17
      3604.94   2.7208807e-19   8.7294890e-19   1.4718151e-17
      3605.94   2.6333770e-19   8.6835894e-19   1.4425373e-17
      3606.94   1.6678184e-19   8.6984847e-19   1.4439657e-17
      3607.94   1.8459107e-19   8.5785743e-19   1.3826064e-17
      3608.94   4.0526386e-19   8.6453624e-19   1.4134514e-17
      3609.94   5.8611732e-19   8.6120665e-19   1.4052642e-17
      3610.94   2.3105492e-19   8.6105146e-19   1.4142727e-17
      3611.94   4.5107976e-19   8.6953585e-19   1.4593871e-17
      3612.94   3.6159165e-19   8.8805357e-19   1.6025593e-17
      3613.94   3.8734723e-19   9.0980313e-19   1.7422278e-17
      3614.94   4.5022769e-19   9.2539069e-19   1.8897519e-17
      3615.94   6.8360218e-19   9.4627692e-19   2.0300602e-17
      3616.94   4.4499932e-19   9.6016922e-19   2.1401330e-17
      3617.94   1.8787135e-19   9.7580686e-19   2.2598979e-17
      3618.94   5.3820323e-19   9.8090629e-19   2.3039393e-17
      3619.94   7.0604517e-19   9.8733571e-19   2.3234112e-17
      3620.94   3.5758021e-19   9.7045335e-19   2.2566736e-17
      3621.94   4.7467081e-19   9.6824752e-19   2.2385413e-17
      3622.94   3.4321420e-19   9.6273065e-19   2.2085530e-17
      3623.94   6.2290686e-19   9.6674984e-19   2.2203136e-17
      3624.94   1.1116923e-19   9.6982579e-19   2.2312566e-17
      3625.94   5.9192789e-19   9.5557999e-19   2.1675343e-17
      3626.94   2.2619228e-19   9.6927636e-19   2.2475152e-17
      3627.94   6.3135561e-19   9.6657494e-19   2.2522165e-17
      3628.94  -9.3114516e-20   9.7856506e-19   2.3520232e-17
      3629.94   2.6096763e-19   9.8346540e-19   2.4164090e-17
      3630.94   5.1970319e-19   9.9310740e-19   2.4985699e-17
      3631.94   3.3581883e-19   1.0072098e-18   2.6115377e-17
      3632.94   3.2386017e-19   1.0121455e-18   2.6664514e-17
      3633.94   5.7647764e-19   1.0264775e-18   2.7773380e-17
      3634.94   4.6538411e-19   1.0208010e-18   2.7561934e-17
      3635.94   3.2008593e-19   1.0223356e-18   2.7712226e-17
      3636.94   1.3741703e-19   1.0242818e-18   2.7859030e-17
      3637.94   1.3871742e-19   1.0241246e-18   2.7862634e-17
      3638.94   5.4138222e-19   1.0157388e-18   2.7192128e-17
      3639.94  -1.4584278e-20   1.0029418e-18   2.6463983e-17
      3640.94   1.3695138e-19   1.0061747e-18   2.6356639e-17
      3641.94   2.5633202e-19   9.9388938e-19   2.5453959e-17
      3642.94   3.3491815e-19   9.8630304e-19   2.4867844e-17
      3643.94   4.3594531e-20   9.9212655e-19   2.4875025e-17
      3644.94   1.4896125e-19   9.6911410e-19   2.3625057e-17
      3645.94   2.1935161e-19   9.5558850e-19   2.2748062e-17
      3646.94   2.2057018e-19   9.5224462e-19   2.2477454e-17
      3647.94   4.0275048e-19   9.4934442e-19   2.2231730e-17
      3648.94   4.2381678e-19   9.5526957e-19   2.2370773e-17
      3649.94   4.4791528e-19   9.2841954e-19   2.0925388e-17
      3650.94   2.2270197e-19   9.3473372e-19   2.1281950e-17
      3651.94   3.0014205e-19   9.3325632e-19   2.1222152e-17
      3652.94   2.7692062e-19   9.3158492e-19   2.1182315e-17
      3653.94   6.1157079e-19   9.2329144e-19   2.0722055e-17
      3654.94   2.3524942e-20   9.2155292e-19   2.0720326e-17
      3655.94   2.6284220e-20   9.2319515e-19   2.0991383e-17
      3656.94   5.4298701e-19   9.3228023e-19   2.1594771e-17
      3657.94   3.5504142e-19   9.4043479e-19   2.2207244e-17
      3658.94   2.1914897e-19   9.3556905e-19   2.2113649e-17
      3659.94   5.6673596e-19   9.4029403e-19   2.2360889e-17
      3660.94   1.1356856e-20   9.4147040e-19   2.2568425e-17
      3661.94   2.8328345e-19   9.4942160e-19   2.3064059e-17
      3662.94  -2.9069813e-20   9.3469830e-19   2.2313883e-17
      3663.94   3.4619575e-19   9.3209455e-19   2.1931125e-17
      3664.94   5.0410754e-19   9.2822188e-19   2.1506801e-17
      3665.94   3.8794878e-19   9.1312305e-19   2.0567412e-17
      3666.94   6.1429946e-19   9.2053054e-19   2.0529065e-17
      3667.94   2.5253293e-19   8.9905695e-19   1.9497388e-17
      3668.94   6.4834244e-19   8.8922458e-19   1.8937768e-17
      3669.94   2.9714437e-19   8.8570507e-19   1.8730915e-17
      3670.94   4.2365986e-19   8.8719455e-19   1.8717552e-17
      3671.94   8.9455405e-19   8.8471342e-19   1.8518292e-17
      3672.94   4.0792645e-19   8.7265286e-19   1.8015299e-17
      3673.94   3.0220736e-19   8.6842729e-19   1.7708815e-17
      3674.94   2.3009101e-19   8.6878227e-19   1.7616429e-17
      3675.94   3.9377227e-19   8.6141807e-19   1.7172488e-17
      3676.94   3.1208262e-19   8.5260438e-19   1.6765245e-17
      3677.94   5.5984737e-20   8.4637022e-19   1.6407155e-17
      3678.94   8.3827721e-20   8.3569984e-19   1.5809268e-17
      3679.94   3.2077238e-19   8.3560328e-19   1.5642299e-17
      3680.94   6.5522613e-20   8.3124040e-19   1.5445045e-17
      3681.94   3.9681279e-19   8.2821534e-19   1.5346934e-17
      3682.94   2.9025696e-19   8.2990499e-19   1.5372106e-17
      3683.94   4.1341889e-19   8.3208490e-19   1.5515531e-17
      3684.94   4.6938656e-19   8.2859124e-19   1.5413015e-17
      3685.94   1.7309306e-19   8.2493658e-19   1.5384552e-17
      3686.94   2.0607726e-19   8.3824341e-19   1.5922898e-17
      3687.94   5.1308906e-19   8.2704926e-19   1.5564313e-17
      3688.94   1.4020956e-19   8.4244925e-19   1.6168074e-17
      3689.94   2.4764718e-19   8.3301207e-19   1.5915346e-17
      3690.94   1.4249623e-19   8.3939090e-19   1.6522883e-17
      3691.94   1.3397612e-19   8.3606986e-19   1.6464498e-17
      3692.94   5.8040156e-19   8.4346418e-19   1.6691481e-17
      3693.94   1.4450386e-19   8.4430596e-19   1.7039222e-17
      3694.94   8.2812971e-20   8.5428006e-19   1.7837535e-17
      3695.94   2.4089251e-19   8.6459281e-19   1.8758471e-17
      3696.94  -1.0068394e-19   8.8527637e-19   2.0157400e-17
      3697.94  -1.5162396e-19   8.9985658e-19   2.1445568e-17
      3698.94   7.8311431e-19   9.1052332e-19   2.2486852e-17
      3699.94   2.4511114e-19   9.2204272e-19   2.3675631e-17
      3700.94   3.6202206e-19   9.3040842e-19   2.4375659e-17
      3701.94   1.9830949e-19   9.3837573e-19   2.4956888e-17
      3702.94   4.6043515e-19   9.2836634e-19   2.4338130e-17
      3703.94   4.2881397e-19   9.2505467e-19   2.4023798e-17
      3704.94   3.1826361e-19   9.1924158e-19   2.3560664e-17
      3705.94   5.5661462e-19   9.1426961e-19   2.3164004e-17
      3706.94   2.8392507e-19   9.0023293e-19   2.2309772e-17
      3707.94   5.3107985e-19   8.9543180e-19   2.1828535e-17
      3708.94   4.0689548e-19   8.9359699e-19   2.1597195e-17
      3709.94   3.0749253e-19   8.9089265e-19   2.1345162e-17
      3710.94   3.0204667e-19   8.9197677e-19   2.1509743e-17
      3711.94   7.7411708e-20   8.8492115e-19   2.1304990e-17
      3712.94   2.0822035e-19   8.8534860e-19   2.1395315e-17
      3713.94   1.3210972e-19   8.8370269e-19   2.1097820e-17
      3714.94   3.9966860e-19   8.7051117e-19   2.0352065e-17
      3715.94   5.6492160e-19   8.7022285e-19   2.0289667e-17
      3716.94   3.4102226e-20   8.5410221e-19   1.9351830e-17
      3717.94   3.9107534e-19   8.4791649e-19   1.8639612e-17
      3718.94   4.9548104e-19   8.3901221e-19   1.7878042e-17
      3719.94   1.6141959e-19   8.2601154e-19   1.7326332e-17
      3720.94   2.9836703e-19   8.2257916e-19   1.7122865e-17
      3721.94   1.7911919e-19   8.1651318e-19   1.6784077e-17
      3722.94   4.4724732e-19   8.2126057e-19   1.7067377e-17
      3723.94   2.9261823e-19   8.2292860e-19   1.7325840e-17
      3724.94   1.1092402e-19   8.3300190e-19   1.8063773e-17
      3725.94   1.3566117e-19   8.4729460e-19   1.9041201e-17
      3726.94  -2.2228779e-20   8.4929788e-19   1.9421157e-17
      3727.94   5.5980138e-19   8.5747803e-19   2.0110092e-17
      3728.94   3.1134217e-19   8.6963054e-19   2.1028790e-17
      3729.94   3.2716610e-19   8.8126828e-19   2.2058422e-17
      3730.94   3.9221718e-19   9.0426372e-19   2.3516991e-17
      3731.94   5.6750920e-19   9.0415357e-19   2.4025672e-17
      3732.94   3.2451083e-19   9.1153026e-19   2.4816600e-17
      3733.94   6.8317432e-19   9.1821698e-19   2.5362236e-17
      3734.94   4.2262503e-19   9.2917271e-19   2.6201727e-17
      3735.94   7.0498909e-19   9.2873490e-19   2.6562013e-17
      3736.94  -4.0311339e-20   9.4630283e-19   2.8053021e-17
      3737.94   4.6418497e-19   9.5029895e-19   2.8486977e-17
      3738.94   4.0636665e-19   9.6596864e-19   2.9650014e-17
      3739.94   4.3683201e-19   9.6334649e-19   2.9674006e-17
      3740.94   5.3532889e-19   9.6862256e-19   3.0285181e-17
      3741.94   6.4782002e-19   9.4921692e-19   2.8853685e-17
      3742.94   2.5579361e-19   9.4629051e-19   2.8430797e-17
      3743.94  -1.6288685e-21   9.2287745e-19   2.6710605e-17
      3744.94   3.2171728e-19   9.1170743e-19   2.5673466e-17
      3745.94   3.7787034e-19   8.9940765e-19   2.4515376e-17
      3746.94   6.7119793e-19   8.8212220e-19   2.3260894e-17
      3747.94   3.9485116e-19   8.7644603e-19   2.2905312e-17
      3748.94   1.4856649e-19   8.8044797e-19   2.3143976e-17
      3749.94   2.8732748e-19   8.7012083e-19   2.2425312e-17
      3750.94   1.2763295e-19   8.7245740e-19   2.2260585e-17
      3751.94   2.5888041e-19   8.6946048e-19   2.2455596e-17
      3752.94   2.3365611e-19   8.7805848e-19   2.3256693e-17
      3753.94   3.7964915e-19   8.7614654e-19   2.2993328e-17
      3754.94   4.1177732e-19   8.6370902e-19   2.2128822e-17
      3755.94  -1.7068000e-20   8.5543940e-19   2.1711995e-17
      3756.94   5.4804292e-19   8.5648815e-19   2.1713656e-17
      3757.94   1.6796779e-19   8.4775765e-19   2.1117202e-17
      3758.94   9.9881747e-19   8.4283985e-19   2.0413409e-17
      3759.94   3.1911678e-19   8.2309259e-19   1.9247031e-17
      3760.94   4.8823546e-19   8.1579205e-19   1.8825290e-17
      3761.94   3.1615362e-19   8.1167310e-19   1.8629832e-17
      3762.94   3.8800682e-19   8.1046884e-19   1.8513122e-17
      3763.94   6.3398455e-19   8.0078340e-19   1.7838297e-17
      3764.94   6.7726008e-19   7.9860203e-19   1.7637007e-17
      3765.94   4.7299572e-19   7.9953620e-19   1.7581674e-17
      3766.94   3.2920300e-19   7.9126767e-19   1.7225370e-17
      3767.94   1.7589600e-19   7.9719909e-19   1.7553584e-17
      3768.94   6.0953197e-19   7.9531381e-19   1.7516106e-17
      3769.94   5.0309777e-19   8.0862496e-19   1.8215136e-17
      3770.94   2.1416923e-19   8.0640128e-19   1.8463210e-17
      3771.94   5.5048569e-19   8.1516639e-19   1.9199307e-17
      3772.94   8.9470775e-19   8.2567477e-19   2.0045876e-17
      3773.94   5.6773571e-19   8.3466719e-19   2.0619276e-17
      3774.94   3.2314469e-20   8.2644190e-19   2.0506338e-17
      3775.94   2.9161443e-19   8.2901702e-19   2.0599029e-17
      3776.94   2.9205623e-19   8.2460937e-19   2.0338926e-17
      3777.94   4.6728904e-19   8.2549190e-19   2.0251108e-17
      3778.94  -1.7392219e-19   8.2650122e-19   2.0315469e-17
      3779.94   1.8582858e-19   8.1056591e-19   1.9460824e-17
      3780.94   1.8562553e-19   8.1514920e-19   1.9633563e-17
      3781.94   3.8675533e-19   8.1247541e-19   1.9536830e-17
      3782.94   1.4041388e-20   8.0834795e-19   1.9330836e-17
      3783.94   2.5699763e-19   8.0884729e-19   1.9305260e-17
      3784.94   4.6302076e-19   8.0793444e-19   1.9100943e-17
      3785.94   2.1982595e-19   7.9705446e-19   1.8495723e-17
      3786.94   1.3891742e-19   7.9824320e-19   1.8530240e-17
      3787.94   2.8298008e-19   7.9460726e-19   1.8486010e-17
      3788.94   6.2424691e-19   8.0624602e-19   1.8960954e-17
      3789.94   3.6708028e-19   7.9625457e-19   1.8673491e-17
      3790.94   2.7149598e-19   8.0465827e-19   1.9372457e-17
      3791.94   2.9790962e-19   8.1288120e-19   1.9888576e-17
      3792.94   6.5463865e-19   8.1372451e-19   2.0143160e-17
      3793.94   1.8767521e-19   8.0545884e-19   1.9802676e-17
      3794.94   2.6834730e-19   8.0305381e-19   1.9489709e-17
      3795.94   4.4339003e-19   7.9185075e-19   1.8621434e-17
      3796.94   3.1007533e-19   7.8828264e-19   1.8212506e-17
      3797.94   5.7470448e-19   7.8716632e-19   1.8184916e-17
      3798.94   2.9294745e-19   7.7323105e-19   1.7497586e-17
      3799.94   5.9395617e-19   7.8116914e-19   1.7940898e-17
      3800.94   4.7008054e-19   7.7026715e-19   1.7421296e-17
      3801.94   6.6895413e-19   7.7580756e-19   1.7741663e-17
      3802.94   5.2388699e-19   7.8206229e-19   1.8105012e-17
      3803.94   2.9551614e-19   7.7606989e-19   1.7862590e-17
      3804.94   5.6040707e-19   7.7691655e-19   1.7846511e-17
      3805.94   7.0065840e-19   7.7331169e-19   1.7580954e-17
      3806.94   3.2924286e-19   7.7996964e-19   1.7942493e-17
      3807.94   3.4241535e-19   7.6810519e-19   1.7296274e-17
      3808.94   5.5135567e-19   7.7031446e-19   1.7552793e-17
      3809.94   6.3127868e-19   7.7773910e-19   1.8106224e-17
      3810.94   3.2455451e-19   7.9113852e-19   1.9061926e-17
      3811.94   5.0715545e-19   7.9232632e-19   1.9558498e-17
      3812.94   4.1419996e-19   7.9734633e-19   2.0004952e-17
      3813.94   3.2784002e-19   8.0186129e-19   2.0450621e-17
      3814.94   8.3052228e-19   8.1458828e-19   2.1267026e-17
      3815.94   3.2178213e-19   8.2222945e-19   2.1757299e-17
      3816.94   4.8123027e-19   8.0160507e-19   2.0650249e-17
      3817.94   3.9580846e-19   8.0340924e-19   2.0629819e-17
      3818.94   3.7336936e-19   7.8900936e-19   1.9798441e-17
      3819.94   5.8831227e-19   7.9010062e-19   1.9770610e-17
      3820.94   7.0655750e-19   7.9000669e-19   1.9647192e-17
      3821.94   2.7978582e-19   7.7967346e-19   1.9010056e-17
      3822.94   3.3402297e-19   7.7742358e-19   1.8753154e-17
      3823.94   4.0108277e-19   7.7405768e-19   1.8489532e-17
      3824.94   3.9854059e-19   7.8447943e-19   1.9099940e-17
      3825.94   6.8387850e-19   7.8380126e-19   1.9433447e-17
      3826.94   3.7973251e-19   8.0165348e-19   2.0951550e-17
      3827.94   7.0363549e-19   8.2677156e-19   2.2887660e-17
      3828.94   2.7824982e-19   8.4607705e-19   2.4666533e-17
      3829.94   4.6628944e-19   8.6226424e-19   2.6445482e-17
      3830.94   2.3859566e-19   8.7087213e-19   2.7293140e-17
      3831.94   1.7163013e-19   8.7030389e-19   2.7352484e-17
      3832.94   3.0232789e-19   8.7584695e-19   2.7572376e-17
      3833.94   7.2781636e-19   8.7105251e-19   2.7035834e-17
      3834.94   3.6830171e-19   8.4030639e-19   2.4868699e-17
      3835.94   4.3704125e-19   8.3612042e-19   2.4326611e-17
      3836.94   3.0916736e-19   8.0954041e-19   2.2488375e-17
      3837.94   2.1636043e-19   8.0510567e-19   2.1976991e-17
      3838.94   9.8743656e-20   8.0709527e-19   2.1993241e-17
      3839.94   5.2643103e-20   8.0023457e-19   2.1623167e-17
      3840.94   3.8698907e-19   8.0232678e-19   2.1634098e-17
      3841.94   4.0002488e-19   7.9824641e-19   2.1491469e-17
      3842.94   1.0926809e-19   8.2048527e-19   2.2867610e-17
      3843.94   1.5574069e-19   8.0003225e-19   2.1942458e-17
      3844.94   3.0281297e-19   8.0525956e-19   2.2237293e-17
      3845.94   3.7373379e-19   8.0640360e-19   2.2027542e-17
      3846.94   5.5473073e-19   7.9269505e-19   2.1312172e-17
      3847.94   5.8994452e-19   7.8847226e-19   2.1139479e-17
      3848.94   3.6543508e-19   7.8381746e-19   2.0697964e-17
      3849.94   3.0823224e-19   7.8165508e-19   2.0414363e-17
      3850.94   1.5224063e-19   7.7615438e-19   1.9846988e-17
      3851.94   4.1833708e-19   7.6667436e-19   1.9442618e-17
      3852.94   9.9177910e-20   7.6357122e-19   1.9240077e-17
      3853.94   3.4039285e-20   7.5653319e-19   1.8800236e-17
      3854.94   4.7445138e-19   7.4604010e-19   1.8023420e-17
      3855.94   3.2568575e-19   7.4216549e-19   1.7668230e-17
      3856.94   3.8215035e-19   7.3295455e-19   1.7044937e-17
      3857.94   5.8052821e-19   7.3310476e-19   1.6881786e-17
      3858.94   3.0794867e-19   7.2804438e-19   1.6643041e-17
      3859.94   4.5301525e-19   7.3255307e-19   1.6760236e-17
      3860.94   3.7587748e-19   7.2768568e-19   1.6720362e-17
      3861.94   2.9246593e-19   7.2653861e-19   1.6750520e-17
      3862.94   7.2239155e-19   7.3783648e-19   1.7304480e-17
      3863.94   6.8901266e-19   7.3027552e-19   1.7067103e-17
      3864.94   8.0786642e-19   7.2889329e-19   1.7137218e-17
      3865.94   5.3182910e-19   7.2547204e-19   1.6920929e-17
      3866.94   4.4501526e-19   7.1819951e-19   1.6409043e-17
      3867.94   3.2469105e-19   7.2275996e-19   1.6423003e-17
      3868.94   3.3473083e-19   7.0452833e-19   1.5354302e-17
      3869.94   2.6028319e-19   6.9931116e-19   1.5039798e-17
      3870.94   4.7938586e-19   6.9648234e-19   1.4891114e-17
      3871.94   3.0974329e-19   6.9140112e-19   1.4660805e-17
      3872.94   4.5569736e-19   6.9849008e-19   1.5046572e-17
      3873.94   2.7427549e-19   6.9664981e-19   1.5075176e-17
      3874.94   3.7173099e-19   7.0572435e-19   1.5564237e-17
      3875.94   5.3320390e-19   7.0051907e-19   1.5348177e-17
      3876.94   5.6921574e-19   7.1013684e-19   1.5797696e-17
      3877.94   4.8297909e-19   6.9894492e-19   1.5287290e-17
      3878.94   5.7257778e-19   6.8803623e-19   1.4610677e-17
      3879.94   5.1337398e-19   6.9078821e-19   1.4487934e-17
      3880.94   2.6235991e-19   6.8034968e-19   1.4076676e-17
      3881.94   4.9992270e-19   6.7677658e-19   1.3944188e-17
      3882.94   2.7553098e-19   6.7581969e-19   1.3919213e-17
      3883.94   5.2578689e-19   6.7076799e-19   1.3546054e-17
      3884.94   3.4628359e-19   6.8081598e-19   1.3958186e-17
      3885.94   5.1655489e-19   6.6705804e-19   1.3345881e-17
      3886.94   5.9803164e-19   6.6944777e-19   1.3477460e-17
      3887.94   3.1585524e-19   6.6569425e-19   1.3377477e-17
      3888.94   3.7086852e-19   6.6490538e-19   1.3408808e-17
      3889.94   9.0475443e-20   6.7006124e-19   1.3700814e-17
      3890.94   5.9521028e-19   6.7678708e-19   1.4177920e-17
      3891.94   2.7407038e-19   6.8039490e-19   1.4471381e-17
      3892.94   2.2270228e-19   6.8523712e-19   1.4928930e-17
      3893.94   5.9760694e-19   6.9577844e-19   1.5418250e-17
      3894.94   6.9893951e-19   6.9279719e-19   1.5643562e-17
      3895.94   3.0518947e-19   6.9717698e-19   1.5873794e-17
      3896.94   7.0343856e-19   7.0058591e-19   1.6143738e-17
      3897.94   4.2453147e-19   7.0093584e-19   1.6375821e-17
      3898.93   4.3792283e-19   7.0493848e-19   1.6821243e-17
      3899.93   2.8258151e-19   7.0246464e-19   1.6717712e-17
      3900.93   1.6569081e-19   7.1374417e-19   1.7415431e-17
      3901.93   3.6773888e-19   7.2219392e-19   1.8092097e-17
      3902.93   7.0339337e-19   7.2704763e-19   1.8651694e-17
      3903.93   2.3179605e-19   7.3641232e-19   1.9558197e-17
      3904.93   3.9005396e-19   7.5130248e-19   2.0811142e-17
      3905.93   5.6617330e-19   7.6120102e-19   2.1635957e-17
      3906.93   2.6762365e-19   7.6411216e-19   2.2129216e-17
      3907.93   4.3005684e-19   7.8306236e-19   2.3476644e-17
      3908.93   4.6897667e-19   7.7944333e-19   2.3356615e-17
      3909.93   7.4084288e-19   7.8881364e-19   2.3780294e-17
      3910.93   7.7842153e-19   7.7980030e-19   2.3432190e-17
      3911.93   5.7623603e-19   7.6893361e-19   2.2686355e-17
      3912.93   3.0011079e-19   7.7213880e-19   2.2607839e-17
      3913.93   5.4967766e-19   7.5828783e-19   2.1723892e-17
      3914.93   7.2965668e-19   7.4889058e-19   2.1088281e-17
      3915.93   4.5945155e-19   7.4419104e-19   2.0747157e-17
      3916.93   4.6722171e-19   7.3377283e-19   1.9881680e-17
      3917.93   6.0456484e-19   7.3583955e-19   1.9729326e-17
      3918.93   6.8738678e-19   7.1832000e-19   1.8653219e-17
      3919.93   4.8005642e-19   7.1269014e-19   1.8223484e-17
      3920.93   1.9811966e-19   7.0464602e-19   1.7644693e-17
      3921.93   5.7447787e-19   6.9615433e-19   1.7007230e-17
      3922.93   5.4239992e-19   6.8866912e-19   1.6479881e-17
      3923.93   5.2862269e-19   6.9203233e-19   1.6507417e-17
      3924.93   8.5867531e-19   6.8176865e-19   1.5838456e-17
